year,period,periodName,latest,value,footnotes,series_id
2024,M12,December,,35.68,[{}],CES0500000003
2024,M11,November,,35.61,[{}],CES0500000003
2024,M10,October,,35.48,[{}],CES0500000003
2024,M09,September,,35.33,[{}],CES0500000003
2024,M08,August,,35.23,[{}],CES0500000003
2024,M07,July,,35.07,[{}],CES0500000003
2024,M06,June,,35.0,[{}],CES0500000003
2024,M05,May,,34.89,[{}],CES0500000003
2024,M04,April,,34.75,[{}],CES0500000003
2024,M03,March,,34.67,[{}],CES0500000003
2024,M02,February,,34.54,[{}],CES0500000003
2024,M01,January,,34.47,[{}],CES0500000003
2023,M12,December,,34.31,[{}],CES0500000003
2023,M11,November,,34.19,[{}],CES0500000003
2023,M10,October,,34.07,[{}],CES0500000003
2023,M09,September,,33.99,[{}],CES0500000003
2023,M08,August,,33.89,[{}],CES0500000003
2023,M07,July,,33.84,[{}],CES0500000003
2023,M06,June,,33.69,[{}],CES0500000003
2023,M05,May,,33.52,[{}],CES0500000003
2023,M04,April,,33.42,[{}],CES0500000003
2023,M03,March,,33.28,[{}],CES0500000003
2023,M02,February,,33.16,[{}],CES0500000003
2023,M01,January,,33.05,[{}],CES0500000003
2022,M12,December,,32.96,[{}],CES0500000003
2022,M11,November,,32.84,[{}],CES0500000003
2022,M10,October,,32.7,[{}],CES0500000003
2022,M09,September,,32.55,[{}],CES0500000003
2022,M08,August,,32.44,[{}],CES0500000003
2022,M07,July,,32.35,[{}],CES0500000003
2022,M06,June,,32.2,[{}],CES0500000003
2022,M05,May,,32.1,[{}],CES0500000003
2022,M04,April,,31.96,[{}],CES0500000003
2022,M03,March,,31.82,[{}],CES0500000003
2022,M02,February,,31.66,[{}],CES0500000003
2022,M01,January,,31.62,[{}],CES0500000003
2021,M12,December,,31.41,[{}],CES0500000003
2021,M11,November,,31.25,[{}],CES0500000003
2021,M10,October,,31.15,[{}],CES0500000003
2021,M09,September,,30.96,[{}],CES0500000003
2021,M08,August,,30.79,[{}],CES0500000003
2021,M07,July,,30.66,[{}],CES0500000003
2021,M06,June,,30.55,[{}],CES0500000003
2021,M05,May,,30.41,[{}],CES0500000003
2021,M04,April,,30.23,[{}],CES0500000003
2021,M03,March,,30.04,[{}],CES0500000003
2021,M02,February,,30.07,[{}],CES0500000003
2021,M01,January,,29.92,[{}],CES0500000003
2020,M12,December,,29.91,[{}],CES0500000003
2020,M11,November,,29.64,[{}],CES0500000003
2020,M10,October,,29.55,[{}],CES0500000003
2020,M09,September,,29.51,[{}],CES0500000003
2020,M08,August,,29.5,[{}],CES0500000003
2020,M07,July,,29.39,[{}],CES0500000003
2020,M06,June,,29.38,[{}],CES0500000003
2020,M05,May,,29.72,[{}],CES0500000003
2020,M04,April,,30.04,[{}],CES0500000003
2020,M03,March,,28.74,[{}],CES0500000003
2020,M02,February,,28.54,[{}],CES0500000003
2020,M01,January,,28.43,[{}],CES0500000003
2019,M12,December,,28.38,[{}],CES0500000003
2019,M11,November,,28.34,[{}],CES0500000003
2019,M10,October,,28.23,[{}],CES0500000003
2019,M09,September,,28.16,[{}],CES0500000003
2019,M08,August,,28.14,[{}],CES0500000003
2019,M07,July,,28.03,[{}],CES0500000003
2019,M06,June,,27.96,[{}],CES0500000003
2019,M05,May,,27.88,[{}],CES0500000003
2019,M04,April,,27.79,[{}],CES0500000003
2019,M03,March,,27.77,[{}],CES0500000003
2019,M02,February,,27.69,[{}],CES0500000003
2019,M01,January,,27.59,[{}],CES0500000003
2018,M12,December,,27.56,[{}],CES0500000003
2018,M11,November,,27.44,[{}],CES0500000003
2018,M10,October,,27.37,[{}],CES0500000003
2018,M09,September,,27.32,[{}],CES0500000003
2018,M08,August,,27.21,[{}],CES0500000003
2018,M07,July,,27.1,[{}],CES0500000003
2018,M06,June,,27.03,[{}],CES0500000003
2018,M05,May,,26.98,[{}],CES0500000003
2018,M04,April,,26.91,[{}],CES0500000003
2018,M03,March,,26.85,[{}],CES0500000003
2018,M02,February,,26.74,[{}],CES0500000003
2018,M01,January,,26.72,[{}],CES0500000003
2017,M12,December,,26.63,[{}],CES0500000003
2017,M11,November,,26.54,[{}],CES0500000003
2017,M10,October,,26.5,[{}],CES0500000003
2017,M09,September,,26.49,[{}],CES0500000003
2017,M08,August,,26.37,[{}],CES0500000003
2017,M07,July,,26.35,[{}],CES0500000003
2017,M06,June,,26.26,[{}],CES0500000003
2017,M05,May,,26.21,[{}],CES0500000003
2017,M04,April,,26.17,[{}],CES0500000003
2017,M03,March,,26.11,[{}],CES0500000003
2017,M02,February,,26.07,[{}],CES0500000003
2017,M01,January,,26.0,[{}],CES0500000003
2016,M12,December,,25.93,[{}],CES0500000003
2016,M11,November,,25.9,[{}],CES0500000003
2016,M10,October,,25.9,[{}],CES0500000003
2016,M09,September,,25.77,[{}],CES0500000003
2016,M08,August,,25.71,[{}],CES0500000003
2016,M07,July,,25.69,[{}],CES0500000003
2016,M06,June,,25.62,[{}],CES0500000003
2016,M05,May,,25.58,[{}],CES0500000003
2016,M04,April,,25.53,[{}],CES0500000003
2016,M03,March,,25.45,[{}],CES0500000003
2016,M02,February,,25.38,[{}],CES0500000003
2016,M01,January,,25.37,[{}],CES0500000003
2015,M12,December,,25.25,[{}],CES0500000003
2015,M11,November,,25.25,[{}],CES0500000003
2015,M10,October,,25.2,[{}],CES0500000003
2015,M09,September,,25.11,[{}],CES0500000003
2015,M08,August,,25.09,[{}],CES0500000003
2015,M07,July,,25.01,[{}],CES0500000003
2015,M06,June,,24.97,[{}],CES0500000003
2015,M05,May,,24.97,[{}],CES0500000003
2015,M04,April,,24.89,[{}],CES0500000003
2015,M03,March,,24.85,[{}],CES0500000003
2015,M02,February,,24.8,[{}],CES0500000003
2015,M01,January,,24.75,[{}],CES0500000003
2014,M12,December,,24.63,[{}],CES0500000003
2014,M11,November,,24.66,[{}],CES0500000003
2014,M10,October,,24.58,[{}],CES0500000003
2014,M09,September,,24.55,[{}],CES0500000003
2014,M08,August,,24.54,[{}],CES0500000003
2014,M07,July,,24.48,[{}],CES0500000003
2014,M06,June,,24.46,[{}],CES0500000003
2014,M05,May,,24.4,[{}],CES0500000003
2014,M04,April,,24.34,[{}],CES0500000003
2014,M03,March,,24.31,[{}],CES0500000003
2014,M02,February,,24.33,[{}],CES0500000003
2014,M01,January,,24.23,[{}],CES0500000003
2024,M12,December,,35.68,[{}],CES0500000003
2024,M11,November,,35.61,[{}],CES0500000003
2024,M10,October,,35.48,[{}],CES0500000003
2024,M09,September,,35.33,[{}],CES0500000003
2024,M08,August,,35.23,[{}],CES0500000003
2024,M07,July,,35.07,[{}],CES0500000003
2024,M06,June,,35.00,[{}],CES0500000003
2024,M05,May,,34.89,[{}],CES0500000003
2024,M04,April,,34.75,[{}],CES0500000003
2024,M03,March,,34.67,[{}],CES0500000003
2024,M02,February,,34.54,[{}],CES0500000003
2024,M01,January,,34.47,[{}],CES0500000003
2023,M12,December,,34.31,[{}],CES0500000003
2023,M11,November,,34.19,[{}],CES0500000003
2023,M10,October,,34.07,[{}],CES0500000003
2023,M09,September,,33.99,[{}],CES0500000003
2023,M08,August,,33.89,[{}],CES0500000003
2023,M07,July,,33.84,[{}],CES0500000003
2023,M06,June,,33.69,[{}],CES0500000003
2023,M05,May,,33.52,[{}],CES0500000003
2023,M04,April,,33.42,[{}],CES0500000003
2023,M03,March,,33.28,[{}],CES0500000003
2023,M02,February,,33.16,[{}],CES0500000003
2023,M01,January,,33.05,[{}],CES0500000003
2022,M12,December,,32.96,[{}],CES0500000003
2022,M11,November,,32.84,[{}],CES0500000003
2022,M10,October,,32.70,[{}],CES0500000003
2022,M09,September,,32.55,[{}],CES0500000003
2022,M08,August,,32.44,[{}],CES0500000003
2022,M07,July,,32.35,[{}],CES0500000003
2022,M06,June,,32.20,[{}],CES0500000003
2022,M05,May,,32.10,[{}],CES0500000003
2022,M04,April,,31.96,[{}],CES0500000003
2022,M03,March,,31.82,[{}],CES0500000003
2022,M02,February,,31.66,[{}],CES0500000003
2022,M01,January,,31.62,[{}],CES0500000003
2021,M12,December,,31.41,[{}],CES0500000003
2021,M11,November,,31.25,[{}],CES0500000003
2021,M10,October,,31.15,[{}],CES0500000003
2021,M09,September,,30.96,[{}],CES0500000003
2021,M08,August,,30.79,[{}],CES0500000003
2021,M07,July,,30.66,[{}],CES0500000003
2021,M06,June,,30.55,[{}],CES0500000003
2021,M05,May,,30.41,[{}],CES0500000003
2021,M04,April,,30.23,[{}],CES0500000003
2021,M03,March,,30.04,[{}],CES0500000003
2021,M02,February,,30.07,[{}],CES0500000003
2021,M01,January,,29.92,[{}],CES0500000003
2020,M12,December,,29.91,[{}],CES0500000003
2020,M11,November,,29.64,[{}],CES0500000003
2020,M10,October,,29.55,[{}],CES0500000003
2020,M09,September,,29.51,[{}],CES0500000003
2020,M08,August,,29.50,[{}],CES0500000003
2020,M07,July,,29.39,[{}],CES0500000003
2020,M06,June,,29.38,[{}],CES0500000003
2020,M05,May,,29.72,[{}],CES0500000003
2020,M04,April,,30.04,[{}],CES0500000003
2020,M03,March,,28.74,[{}],CES0500000003
2020,M02,February,,28.54,[{}],CES0500000003
2020,M01,January,,28.43,[{}],CES0500000003
2019,M12,December,,28.38,[{}],CES0500000003
2019,M11,November,,28.34,[{}],CES0500000003
2019,M10,October,,28.23,[{}],CES0500000003
2019,M09,September,,28.16,[{}],CES0500000003
2019,M08,August,,28.14,[{}],CES0500000003
2019,M07,July,,28.03,[{}],CES0500000003
2019,M06,June,,27.96,[{}],CES0500000003
2019,M05,May,,27.88,[{}],CES0500000003
2019,M04,April,,27.79,[{}],CES0500000003
2019,M03,March,,27.77,[{}],CES0500000003
2019,M02,February,,27.69,[{}],CES0500000003
2019,M01,January,,27.59,[{}],CES0500000003
2018,M12,December,,27.56,[{}],CES0500000003
2018,M11,November,,27.44,[{}],CES0500000003
2018,M10,October,,27.37,[{}],CES0500000003
2018,M09,September,,27.32,[{}],CES0500000003
2018,M08,August,,27.21,[{}],CES0500000003
2018,M07,July,,27.10,[{}],CES0500000003
2018,M06,June,,27.03,[{}],CES0500000003
2018,M05,May,,26.98,[{}],CES0500000003
2018,M04,April,,26.91,[{}],CES0500000003
2018,M03,March,,26.85,[{}],CES0500000003
2018,M02,February,,26.74,[{}],CES0500000003
2018,M01,January,,26.72,[{}],CES0500000003
2017,M12,December,,26.63,[{}],CES0500000003
2017,M11,November,,26.54,[{}],CES0500000003
2017,M10,October,,26.50,[{}],CES0500000003
2017,M09,September,,26.49,[{}],CES0500000003
2017,M08,August,,26.37,[{}],CES0500000003
2017,M07,July,,26.35,[{}],CES0500000003
2017,M06,June,,26.26,[{}],CES0500000003
2017,M05,May,,26.21,[{}],CES0500000003
2017,M04,April,,26.17,[{}],CES0500000003
2017,M03,March,,26.11,[{}],CES0500000003
2017,M02,February,,26.07,[{}],CES0500000003
2017,M01,January,,26.00,[{}],CES0500000003
2016,M12,December,,25.93,[{}],CES0500000003
2016,M11,November,,25.90,[{}],CES0500000003
2016,M10,October,,25.90,[{}],CES0500000003
2016,M09,September,,25.77,[{}],CES0500000003
2016,M08,August,,25.71,[{}],CES0500000003
2016,M07,July,,25.69,[{}],CES0500000003
2016,M06,June,,25.62,[{}],CES0500000003
2016,M05,May,,25.58,[{}],CES0500000003
2016,M04,April,,25.53,[{}],CES0500000003
2016,M03,March,,25.45,[{}],CES0500000003
2016,M02,February,,25.38,[{}],CES0500000003
2016,M01,January,,25.37,[{}],CES0500000003
