year,period,periodName,value,footnotes,series_id,latest
1981,M05,May,90.3,[{}],CWUR0000SA0,
1981,M06,June,91.1,[{}],CWUR0000SA0,
1981,M07,July,92.2,[{}],CWUR0000SA0,
1981,M08,August,92.8,[{}],CWUR0000SA0,
1981,M09,September,93.7,[{}],CWUR0000SA0,
1981,M10,October,93.9,[{}],CWUR0000SA0,
1981,M11,November,94.1,[{}],CWUR0000SA0,
1981,M12,December,94.4,[{}],CWUR0000SA0,
1982,M01,January,94.7,[{}],CWUR0000SA0,
1982,M02,February,95.0,[{}],CWUR0000SA0,
1982,M03,March,94.8,[{}],CWUR0000SA0,
1982,M04,April,95.2,[{}],CWUR0000SA0,
1982,M05,May,96.2,[{}],CWUR0000SA0,
1982,M06,June,97.4,[{}],CWUR0000SA0,
1982,M07,July,98.0,[{}],CWUR0000SA0,
1982,M08,August,98.2,[{}],CWUR0000SA0,
1982,M09,September,98.3,[{}],CWUR0000SA0,
1982,M10,October,98.6,[{}],CWUR0000SA0,
1982,M11,November,98.4,[{}],CWUR0000SA0,
1982,M12,December,98.0,[{}],CWUR0000SA0,
1983,M01,January,98.1,[{}],CWUR0000SA0,
1983,M02,February,98.1,[{}],CWUR0000SA0,
1983,M03,March,98.4,[{}],CWUR0000SA0,
1983,M04,April,99.0,[{}],CWUR0000SA0,
1983,M05,May,99.5,[{}],CWUR0000SA0,
1983,M06,June,99.8,[{}],CWUR0000SA0,
1983,M07,July,100.1,[{}],CWUR0000SA0,
1983,M08,August,100.5,[{}],CWUR0000SA0,
1983,M09,September,101.0,[{}],CWUR0000SA0,
1983,M10,October,101.2,[{}],CWUR0000SA0,
1983,M11,November,101.2,[{}],CWUR0000SA0,
1983,M12,December,101.2,[{}],CWUR0000SA0,
1984,M01,January,101.6,[{}],CWUR0000SA0,
1984,M02,February,101.8,[{}],CWUR0000SA0,
1984,M03,March,101.8,[{}],CWUR0000SA0,
1984,M04,April,102.1,[{}],CWUR0000SA0,
1984,M05,May,102.5,[{}],CWUR0000SA0,
1984,M06,June,102.8,[{}],CWUR0000SA0,
1984,M07,July,103.2,[{}],CWUR0000SA0,
1984,M08,August,104.2,[{}],CWUR0000SA0,
1984,M09,September,104.8,[{}],CWUR0000SA0,
1984,M10,October,104.8,[{}],CWUR0000SA0,
1984,M11,November,104.7,[{}],CWUR0000SA0,
1984,M12,December,104.8,[{}],CWUR0000SA0,
1985,M01,January,104.9,[{}],CWUR0000SA0,
1985,M02,February,105.4,[{}],CWUR0000SA0,
1985,M03,March,105.9,[{}],CWUR0000SA0,
1985,M04,April,106.3,[{}],CWUR0000SA0,
1985,M05,May,106.7,[{}],CWUR0000SA0,
1985,M06,June,107.0,[{}],CWUR0000SA0,
1985,M07,July,107.1,[{}],CWUR0000SA0,
1985,M08,August,107.3,[{}],CWUR0000SA0,
1985,M09,September,107.6,[{}],CWUR0000SA0,
1985,M10,October,107.9,[{}],CWUR0000SA0,
1985,M11,November,108.3,[{}],CWUR0000SA0,
1985,M12,December,108.6,[{}],CWUR0000SA0,
1986,M01,January,108.9,[{}],CWUR0000SA0,
1986,M02,February,108.5,[{}],CWUR0000SA0,
1986,M03,March,107.9,[{}],CWUR0000SA0,
1986,M04,April,107.6,[{}],CWUR0000SA0,
1986,M05,May,107.9,[{}],CWUR0000SA0,
1986,M06,June,108.4,[{}],CWUR0000SA0,
1986,M07,July,108.4,[{}],CWUR0000SA0,
1986,M08,August,108.6,[{}],CWUR0000SA0,
1986,M09,September,109.1,[{}],CWUR0000SA0,
1986,M10,October,109.1,[{}],CWUR0000SA0,
1986,M11,November,109.2,[{}],CWUR0000SA0,
1986,M12,December,109.3,[{}],CWUR0000SA0,
1987,M01,January,110.0,[{}],CWUR0000SA0,
1987,M02,February,110.5,[{}],CWUR0000SA0,
1987,M03,March,111.0,[{}],CWUR0000SA0,
1987,M04,April,111.6,[{}],CWUR0000SA0,
1987,M05,May,111.9,[{}],CWUR0000SA0,
1987,M06,June,112.4,[{}],CWUR0000SA0,
1987,M07,July,112.7,[{}],CWUR0000SA0,
1987,M08,August,113.3,[{}],CWUR0000SA0,
1987,M09,September,113.8,[{}],CWUR0000SA0,
1987,M10,October,114.1,[{}],CWUR0000SA0,
1987,M11,November,114.3,[{}],CWUR0000SA0,
1987,M12,December,114.2,[{}],CWUR0000SA0,
1988,M01,January,114.5,[{}],CWUR0000SA0,
1988,M02,February,114.7,[{}],CWUR0000SA0,
1988,M03,March,115.1,[{}],CWUR0000SA0,
1988,M04,April,115.7,[{}],CWUR0000SA0,
1988,M05,May,116.2,[{}],CWUR0000SA0,
1988,M06,June,116.7,[{}],CWUR0000SA0,
1988,M07,July,117.2,[{}],CWUR0000SA0,
1988,M08,August,117.7,[{}],CWUR0000SA0,
1988,M09,September,118.5,[{}],CWUR0000SA0,
1988,M10,October,118.9,[{}],CWUR0000SA0,
1988,M11,November,119.0,[{}],CWUR0000SA0,
1988,M12,December,119.2,[{}],CWUR0000SA0,
1989,M01,January,119.7,[{}],CWUR0000SA0,
1989,M02,February,120.2,[{}],CWUR0000SA0,
1989,M03,March,120.8,[{}],CWUR0000SA0,
1989,M04,April,121.8,[{}],CWUR0000SA0,
1989,M05,May,122.5,[{}],CWUR0000SA0,
1989,M06,June,122.8,[{}],CWUR0000SA0,
1989,M07,July,123.2,[{}],CWUR0000SA0,
1989,M08,August,123.2,[{}],CWUR0000SA0,
1989,M09,September,123.6,[{}],CWUR0000SA0,
1989,M10,October,124.2,[{}],CWUR0000SA0,
1989,M11,November,124.4,[{}],CWUR0000SA0,
1989,M12,December,124.6,[{}],CWUR0000SA0,
1990,M01,January,125.9,[{}],CWUR0000SA0,
1990,M02,February,126.4,[{}],CWUR0000SA0,
1990,M03,March,127.1,[{}],CWUR0000SA0,
1990,M04,April,127.3,[{}],CWUR0000SA0,
1990,M05,May,127.5,[{}],CWUR0000SA0,
1990,M06,June,128.3,[{}],CWUR0000SA0,
1990,M07,July,128.7,[{}],CWUR0000SA0,
1990,M08,August,129.9,[{}],CWUR0000SA0,
1990,M09,September,131.1,[{}],CWUR0000SA0,
1990,M10,October,131.9,[{}],CWUR0000SA0,
1990,M11,November,132.2,[{}],CWUR0000SA0,
1990,M12,December,132.2,[{}],CWUR0000SA0,
1991,M01,January,132.8,[{}],CWUR0000SA0,
1991,M02,February,132.8,[{}],CWUR0000SA0,
1991,M03,March,133.0,[{}],CWUR0000SA0,
1991,M04,April,133.3,[{}],CWUR0000SA0,
1991,M05,May,133.8,[{}],CWUR0000SA0,
1991,M06,June,134.1,[{}],CWUR0000SA0,
1991,M07,July,134.3,[{}],CWUR0000SA0,
1991,M08,August,134.6,[{}],CWUR0000SA0,
1991,M09,September,135.2,[{}],CWUR0000SA0,
1991,M10,October,135.4,[{}],CWUR0000SA0,
1991,M11,November,135.8,[{}],CWUR0000SA0,
1991,M12,December,135.9,[{}],CWUR0000SA0,
1992,M01,January,136.0,[{}],CWUR0000SA0,
1992,M02,February,136.4,[{}],CWUR0000SA0,
1992,M03,March,137.0,[{}],CWUR0000SA0,
1992,M04,April,137.3,[{}],CWUR0000SA0,
1992,M05,May,137.6,[{}],CWUR0000SA0,
1992,M06,June,138.1,[{}],CWUR0000SA0,
1992,M07,July,138.4,[{}],CWUR0000SA0,
1992,M08,August,138.8,[{}],CWUR0000SA0,
1992,M09,September,139.1,[{}],CWUR0000SA0,
1992,M10,October,139.6,[{}],CWUR0000SA0,
1992,M11,November,139.8,[{}],CWUR0000SA0,
1992,M12,December,139.8,[{}],CWUR0000SA0,
1993,M01,January,140.3,[{}],CWUR0000SA0,
1993,M02,February,140.7,[{}],CWUR0000SA0,
1993,M03,March,141.1,[{}],CWUR0000SA0,
1993,M04,April,141.6,[{}],CWUR0000SA0,
1993,M05,May,141.9,[{}],CWUR0000SA0,
1993,M06,June,142.0,[{}],CWUR0000SA0,
1993,M07,July,142.1,[{}],CWUR0000SA0,
1993,M08,August,142.4,[{}],CWUR0000SA0,
1993,M09,September,142.6,[{}],CWUR0000SA0,
1993,M10,October,143.3,[{}],CWUR0000SA0,
1993,M11,November,143.4,[{}],CWUR0000SA0,
1993,M12,December,143.3,[{}],CWUR0000SA0,
1994,M01,January,143.6,[{}],CWUR0000SA0,
1994,M02,February,144.0,[{}],CWUR0000SA0,
1994,M03,March,144.4,[{}],CWUR0000SA0,
1994,M04,April,144.7,[{}],CWUR0000SA0,
1994,M05,May,144.9,[{}],CWUR0000SA0,
1994,M06,June,145.4,[{}],CWUR0000SA0,
1994,M07,July,145.8,[{}],CWUR0000SA0,
1994,M08,August,146.5,[{}],CWUR0000SA0,
1994,M09,September,146.9,[{}],CWUR0000SA0,
1994,M10,October,147.0,[{}],CWUR0000SA0,
1994,M11,November,147.3,[{}],CWUR0000SA0,
1994,M12,December,147.2,[{}],CWUR0000SA0,
1995,M01,January,147.8,[{}],CWUR0000SA0,
1995,M02,February,148.3,[{}],CWUR0000SA0,
1995,M03,March,148.7,[{}],CWUR0000SA0,
1995,M04,April,149.3,[{}],CWUR0000SA0,
1995,M05,May,149.6,[{}],CWUR0000SA0,
1995,M06,June,149.9,[{}],CWUR0000SA0,
1995,M07,July,149.9,[{}],CWUR0000SA0,
1995,M08,August,150.2,[{}],CWUR0000SA0,
1995,M09,September,150.6,[{}],CWUR0000SA0,
1995,M10,October,151.0,[{}],CWUR0000SA0,
1995,M11,November,150.9,[{}],CWUR0000SA0,
1995,M12,December,150.9,[{}],CWUR0000SA0,
1996,M01,January,151.7,[{}],CWUR0000SA0,
1996,M02,February,152.2,[{}],CWUR0000SA0,
1996,M03,March,152.9,[{}],CWUR0000SA0,
1996,M04,April,153.6,[{}],CWUR0000SA0,
1996,M05,May,154.0,[{}],CWUR0000SA0,
1996,M06,June,154.1,[{}],CWUR0000SA0,
1996,M07,July,154.3,[{}],CWUR0000SA0,
1996,M08,August,154.5,[{}],CWUR0000SA0,
1996,M09,September,155.1,[{}],CWUR0000SA0,
1996,M10,October,155.5,[{}],CWUR0000SA0,
1996,M11,November,155.9,[{}],CWUR0000SA0,
1996,M12,December,155.9,[{}],CWUR0000SA0,
1997,M01,January,156.3,[{}],CWUR0000SA0,
1997,M02,February,156.8,[{}],CWUR0000SA0,
1997,M03,March,157.0,[{}],CWUR0000SA0,
1997,M04,April,157.2,[{}],CWUR0000SA0,
1997,M05,May,157.2,[{}],CWUR0000SA0,
1997,M06,June,157.4,[{}],CWUR0000SA0,
1997,M07,July,157.5,[{}],CWUR0000SA0,
1997,M08,August,157.8,[{}],CWUR0000SA0,
1997,M09,September,158.3,[{}],CWUR0000SA0,
1997,M10,October,158.5,[{}],CWUR0000SA0,
1997,M11,November,158.5,[{}],CWUR0000SA0,
1997,M12,December,158.2,[{}],CWUR0000SA0,
1998,M01,January,158.4,[{}],CWUR0000SA0,
1998,M02,February,158.5,[{}],CWUR0000SA0,
1998,M03,March,158.7,[{}],CWUR0000SA0,
1998,M04,April,159.1,[{}],CWUR0000SA0,
1998,M05,May,159.5,[{}],CWUR0000SA0,
1998,M06,June,159.7,[{}],CWUR0000SA0,
1998,M07,July,159.8,[{}],CWUR0000SA0,
1998,M08,August,160.0,[{}],CWUR0000SA0,
1998,M09,September,160.2,[{}],CWUR0000SA0,
1998,M10,October,160.6,[{}],CWUR0000SA0,
1998,M11,November,160.7,[{}],CWUR0000SA0,
1998,M12,December,160.7,[{}],CWUR0000SA0,
1999,M01,January,161.0,[{}],CWUR0000SA0,
1999,M02,February,161.1,[{}],CWUR0000SA0,
1999,M03,March,161.4,[{}],CWUR0000SA0,
1999,M04,April,162.7,[{}],CWUR0000SA0,
1999,M05,May,162.8,[{}],CWUR0000SA0,
1999,M06,June,162.8,[{}],CWUR0000SA0,
1999,M07,July,163.3,[{}],CWUR0000SA0,
1999,M08,August,163.8,[{}],CWUR0000SA0,
1999,M09,September,164.7,[{}],CWUR0000SA0,
1999,M10,October,165.0,[{}],CWUR0000SA0,
1999,M11,November,165.1,[{}],CWUR0000SA0,
1999,M12,December,165.1,[{}],CWUR0000SA0,
2000,M01,January,165.6,[{}],CWUR0000SA0,
2000,M02,February,166.5,[{}],CWUR0000SA0,
2000,M03,March,167.9,[{}],CWUR0000SA0,
2000,M04,April,168.0,[{}],CWUR0000SA0,
2000,M05,May,168.2,[{}],CWUR0000SA0,
2000,M06,June,169.2,[{}],CWUR0000SA0,
2000,M07,July,169.4,[{}],CWUR0000SA0,
2000,M08,August,169.3,[{}],CWUR0000SA0,
2000,M09,September,170.4,[{}],CWUR0000SA0,
2000,M10,October,170.6,[{}],CWUR0000SA0,
2000,M11,November,170.9,[{}],CWUR0000SA0,
2000,M12,December,170.7,[{}],CWUR0000SA0,
2001,M01,January,171.7,[{}],CWUR0000SA0,
2001,M02,February,172.4,[{}],CWUR0000SA0,
2001,M03,March,172.6,[{}],CWUR0000SA0,
2001,M04,April,173.5,[{}],CWUR0000SA0,
2001,M05,May,174.4,[{}],CWUR0000SA0,
2001,M06,June,174.6,[{}],CWUR0000SA0,
2001,M07,July,173.8,[{}],CWUR0000SA0,
2001,M08,August,173.8,[{}],CWUR0000SA0,
2001,M09,September,174.8,[{}],CWUR0000SA0,
2001,M10,October,174.0,[{}],CWUR0000SA0,
2001,M11,November,173.7,[{}],CWUR0000SA0,
2001,M12,December,172.9,[{}],CWUR0000SA0,
2002,M01,January,173.2,[{}],CWUR0000SA0,
2002,M02,February,173.7,[{}],CWUR0000SA0,
2002,M03,March,174.7,[{}],CWUR0000SA0,
2002,M04,April,175.8,[{}],CWUR0000SA0,
2002,M05,May,175.8,[{}],CWUR0000SA0,
2002,M06,June,175.9,[{}],CWUR0000SA0,
2002,M07,July,176.1,[{}],CWUR0000SA0,
2002,M08,August,176.6,[{}],CWUR0000SA0,
2002,M09,September,177.0,[{}],CWUR0000SA0,
2002,M10,October,177.3,[{}],CWUR0000SA0,
2002,M11,November,177.4,[{}],CWUR0000SA0,
2002,M12,December,177.0,[{}],CWUR0000SA0,
2003,M01,January,177.7,[{}],CWUR0000SA0,
2003,M02,February,179.2,[{}],CWUR0000SA0,
2003,M03,March,180.3,[{}],CWUR0000SA0,
2003,M04,April,179.8,[{}],CWUR0000SA0,
2003,M05,May,179.4,[{}],CWUR0000SA0,
2003,M06,June,179.6,[{}],CWUR0000SA0,
2003,M07,July,179.6,[{}],CWUR0000SA0,
2003,M08,August,180.3,[{}],CWUR0000SA0,
2003,M09,September,181.0,[{}],CWUR0000SA0,
2003,M10,October,180.7,[{}],CWUR0000SA0,
2003,M11,November,180.2,[{}],CWUR0000SA0,
2003,M12,December,179.9,[{}],CWUR0000SA0,
2004,M01,January,180.9,[{}],CWUR0000SA0,
2004,M02,February,181.9,[{}],CWUR0000SA0,
2004,M03,March,182.9,[{}],CWUR0000SA0,
2004,M04,April,183.5,[{}],CWUR0000SA0,
2004,M05,May,184.7,[{}],CWUR0000SA0,
2004,M06,June,185.3,[{}],CWUR0000SA0,
2004,M07,July,184.9,[{}],CWUR0000SA0,
2004,M08,August,185.0,[{}],CWUR0000SA0,
2004,M09,September,185.4,[{}],CWUR0000SA0,
2004,M10,October,186.5,[{}],CWUR0000SA0,
2004,M11,November,186.8,[{}],CWUR0000SA0,
2004,M12,December,186.0,[{}],CWUR0000SA0,
2005,M01,January,186.3,[{}],CWUR0000SA0,
2005,M02,February,187.3,[{}],CWUR0000SA0,
2005,M03,March,188.6,[{}],CWUR0000SA0,
2005,M04,April,190.2,[{}],CWUR0000SA0,
2005,M05,May,190.0,[{}],CWUR0000SA0,
2005,M06,June,190.1,[{}],CWUR0000SA0,
2005,M07,July,191.0,[{}],CWUR0000SA0,
2005,M08,August,192.1,[{}],CWUR0000SA0,
2005,M09,September,195.0,[{}],CWUR0000SA0,
2005,M10,October,195.2,[{}],CWUR0000SA0,
2005,M11,November,193.4,[{}],CWUR0000SA0,
2005,M12,December,192.5,[{}],CWUR0000SA0,
2006,M01,January,194.0,[{}],CWUR0000SA0,
2006,M02,February,194.2,[{}],CWUR0000SA0,
2006,M03,March,195.3,[{}],CWUR0000SA0,
2006,M04,April,197.2,[{}],CWUR0000SA0,
2006,M05,May,198.2,[{}],CWUR0000SA0,
2006,M06,June,198.6,[{}],CWUR0000SA0,
2006,M07,July,199.2,[{}],CWUR0000SA0,
2006,M08,August,199.6,[{}],CWUR0000SA0,
2006,M09,September,198.4,[{}],CWUR0000SA0,
2006,M10,October,197.0,[{}],CWUR0000SA0,
2006,M11,November,196.8,[{}],CWUR0000SA0,
2006,M12,December,197.2,[{}],CWUR0000SA0,
2007,M01,January,197.559,[{}],CWUR0000SA0,
2007,M02,February,198.544,[{}],CWUR0000SA0,
2007,M03,March,200.612,[{}],CWUR0000SA0,
2007,M04,April,202.13,[{}],CWUR0000SA0,
2007,M05,May,203.661,[{}],CWUR0000SA0,
2007,M06,June,203.906,[{}],CWUR0000SA0,
2007,M07,July,203.7,[{}],CWUR0000SA0,
2007,M08,August,203.199,[{}],CWUR0000SA0,
2007,M09,September,203.889,[{}],CWUR0000SA0,
2007,M10,October,204.338,[{}],CWUR0000SA0,
2007,M11,November,205.891,[{}],CWUR0000SA0,
2007,M12,December,205.777,[{}],CWUR0000SA0,
2008,M01,January,206.744,[{}],CWUR0000SA0,
2008,M02,February,207.254,[{}],CWUR0000SA0,
2008,M03,March,209.147,[{}],CWUR0000SA0,
2008,M04,April,210.698,[{}],CWUR0000SA0,
2008,M05,May,212.788,[{}],CWUR0000SA0,
2008,M06,June,215.223,[{}],CWUR0000SA0,
2008,M07,July,216.304,[{}],CWUR0000SA0,
2008,M08,August,215.247,[{}],CWUR0000SA0,
2008,M09,September,214.935,[{}],CWUR0000SA0,
2008,M10,October,212.182,[{}],CWUR0000SA0,
2008,M11,November,207.296,[{}],CWUR0000SA0,
2008,M12,December,204.813,[{}],CWUR0000SA0,
2009,M01,January,205.7,[{}],CWUR0000SA0,
2009,M02,February,206.708,[{}],CWUR0000SA0,
2009,M03,March,207.218,[{}],CWUR0000SA0,
2009,M04,April,207.925,[{}],CWUR0000SA0,
2009,M05,May,208.774,[{}],CWUR0000SA0,
2009,M06,June,210.972,[{}],CWUR0000SA0,
2009,M07,July,210.526,[{}],CWUR0000SA0,
2009,M08,August,211.156,[{}],CWUR0000SA0,
2009,M09,September,211.322,[{}],CWUR0000SA0,
2009,M10,October,211.549,[{}],CWUR0000SA0,
2009,M11,November,212.003,[{}],CWUR0000SA0,
2009,M12,December,211.703,[{}],CWUR0000SA0,
2010,M01,January,212.568,[{}],CWUR0000SA0,
2010,M02,February,212.544,[{}],CWUR0000SA0,
2010,M03,March,213.525,[{}],CWUR0000SA0,
2010,M04,April,213.958,[{}],CWUR0000SA0,
2010,M05,May,214.124,[{}],CWUR0000SA0,
2010,M06,June,213.839,[{}],CWUR0000SA0,
2010,M07,July,213.898,[{}],CWUR0000SA0,
2010,M08,August,214.205,[{}],CWUR0000SA0,
2010,M09,September,214.306,[{}],CWUR0000SA0,
2010,M10,October,214.623,[{}],CWUR0000SA0,
2010,M11,November,214.75,[{}],CWUR0000SA0,
2010,M12,December,215.262,[{}],CWUR0000SA0,
2011,M01,January,216.4,[{}],CWUR0000SA0,
2011,M02,February,217.535,[{}],CWUR0000SA0,
2011,M03,March,220.024,[{}],CWUR0000SA0,
2011,M04,April,221.743,[{}],CWUR0000SA0,
2011,M05,May,222.954,[{}],CWUR0000SA0,
2011,M06,June,222.522,[{}],CWUR0000SA0,
2011,M07,July,222.686,[{}],CWUR0000SA0,
2011,M08,August,223.326,[{}],CWUR0000SA0,
2011,M09,September,223.688,[{}],CWUR0000SA0,
2011,M10,October,223.043,[{}],CWUR0000SA0,
2011,M11,November,222.813,[{}],CWUR0000SA0,
2011,M12,December,222.166,[{}],CWUR0000SA0,
2012,M01,January,223.216,[{}],CWUR0000SA0,
2012,M02,February,224.317,[{}],CWUR0000SA0,
2012,M03,March,226.304,[{}],CWUR0000SA0,
2012,M04,April,227.012,[{}],CWUR0000SA0,
2012,M05,May,226.6,[{}],CWUR0000SA0,
2012,M06,June,226.036,[{}],CWUR0000SA0,
2012,M07,July,225.568,[{}],CWUR0000SA0,
2012,M08,August,227.056,[{}],CWUR0000SA0,
2012,M09,September,228.184,[{}],CWUR0000SA0,
2012,M10,October,227.974,[{}],CWUR0000SA0,
2012,M11,November,226.595,[{}],CWUR0000SA0,
2012,M12,December,225.889,[{}],CWUR0000SA0,
2013,M01,January,226.52,[{}],CWUR0000SA0,
2013,M02,February,228.677,[{}],CWUR0000SA0,
2013,M03,March,229.323,[{}],CWUR0000SA0,
2013,M04,April,228.949,[{}],CWUR0000SA0,
2013,M05,May,229.399,[{}],CWUR0000SA0,
2013,M06,June,230.002,[{}],CWUR0000SA0,
2013,M07,July,230.084,[{}],CWUR0000SA0,
2013,M08,August,230.359,[{}],CWUR0000SA0,
2013,M09,September,230.537,[{}],CWUR0000SA0,
2013,M10,October,229.735,[{}],CWUR0000SA0,
2013,M11,November,229.133,[{}],CWUR0000SA0,
2013,M12,December,229.174,[{}],CWUR0000SA0,
2014,M01,January,230.04,[{}],CWUR0000SA0,
2014,M02,February,230.871,[{}],CWUR0000SA0,
2014,M03,March,232.56,[{}],CWUR0000SA0,
2014,M04,April,233.443,[{}],CWUR0000SA0,
2014,M05,May,234.216,[{}],CWUR0000SA0,
2014,M06,June,234.702,[{}],CWUR0000SA0,
2014,M07,July,234.525,[{}],CWUR0000SA0,
2014,M08,August,234.03,[{}],CWUR0000SA0,
2014,M09,September,234.17,[{}],CWUR0000SA0,
2014,M10,October,233.229,[{}],CWUR0000SA0,
2014,M11,November,231.551,[{}],CWUR0000SA0,
2014,M12,December,229.909,[{}],CWUR0000SA0,
2015,M01,January,228.294,[{}],CWUR0000SA0,
2015,M02,February,229.421,[{}],CWUR0000SA0,
2015,M03,March,231.055,[{}],CWUR0000SA0,
2015,M04,April,231.52,[{}],CWUR0000SA0,
2015,M05,May,232.908,[{}],CWUR0000SA0,
2015,M06,June,233.804,[{}],CWUR0000SA0,
2015,M07,July,233.806,[{}],CWUR0000SA0,
2015,M08,August,233.366,[{}],CWUR0000SA0,
2015,M09,September,232.661,[{}],CWUR0000SA0,
2015,M10,October,232.373,[{}],CWUR0000SA0,
2015,M11,November,231.721,[{}],CWUR0000SA0,
2015,M12,December,230.791,[{}],CWUR0000SA0,
2016,M01,January,231.061,[{}],CWUR0000SA0,
2016,M02,February,230.972,[{}],CWUR0000SA0,
2016,M03,March,232.209,[{}],CWUR0000SA0,
2016,M04,April,233.438,[{}],CWUR0000SA0,
2016,M05,May,234.436,[{}],CWUR0000SA0,
2016,M06,June,235.289,[{}],CWUR0000SA0,
2016,M07,July,234.771,[{}],CWUR0000SA0,
2016,M08,August,234.904,[{}],CWUR0000SA0,
2016,M09,September,235.495,[{}],CWUR0000SA0,
2016,M10,October,235.732,[{}],CWUR0000SA0,
2016,M11,November,235.215,[{}],CWUR0000SA0,
2016,M12,December,235.39,[{}],CWUR0000SA0,
2017,M01,January,236.854,[{}],CWUR0000SA0,
2017,M02,February,237.477,[{}],CWUR0000SA0,
2017,M03,March,237.656,[{}],CWUR0000SA0,
2017,M04,April,238.432,[{}],CWUR0000SA0,
2017,M05,May,238.609,[{}],CWUR0000SA0,
2017,M06,June,238.813,[{}],CWUR0000SA0,
2017,M07,July,238.617,[{}],CWUR0000SA0,
2017,M08,August,239.448,[{}],CWUR0000SA0,
2017,M09,September,240.939,[{}],CWUR0000SA0,
2017,M10,October,240.573,[{}],CWUR0000SA0,
2017,M11,November,240.666,[{}],CWUR0000SA0,
2017,M12,December,240.526,[{}],CWUR0000SA0,
2018,M01,January,241.919,[{}],CWUR0000SA0,
2018,M02,February,242.988,[{}],CWUR0000SA0,
2018,M03,March,243.463,[{}],CWUR0000SA0,
2018,M04,April,244.607,[{}],CWUR0000SA0,
2018,M05,May,245.77,[{}],CWUR0000SA0,
2018,M06,June,246.196,[{}],CWUR0000SA0,
2018,M07,July,246.155,[{}],CWUR0000SA0,
2018,M08,August,246.336,[{}],CWUR0000SA0,
2018,M09,September,246.565,[{}],CWUR0000SA0,
2018,M10,October,247.038,[{}],CWUR0000SA0,
2018,M11,November,245.933,[{}],CWUR0000SA0,
2018,M12,December,244.786,[{}],CWUR0000SA0,
2019,M01,January,245.133,[{}],CWUR0000SA0,
2019,M02,February,246.218,[{}],CWUR0000SA0,
2019,M03,March,247.768,[{}],CWUR0000SA0,
2019,M04,April,249.332,[{}],CWUR0000SA0,
2019,M05,May,249.871,[{}],CWUR0000SA0,
2019,M06,June,249.747,[{}],CWUR0000SA0,
2019,M07,July,250.236,[{}],CWUR0000SA0,
2019,M08,August,250.112,[{}],CWUR0000SA0,
2019,M09,September,250.251,[{}],CWUR0000SA0,
2019,M10,October,250.894,[{}],CWUR0000SA0,
2019,M11,November,250.644,[{}],CWUR0000SA0,
2019,M12,December,250.452,[{}],CWUR0000SA0,
2020,M01,January,251.361,[{}],CWUR0000SA0,
2020,M02,February,251.935,[{}],CWUR0000SA0,
2020,M03,March,251.375,[{}],CWUR0000SA0,
2020,M04,April,249.515,[{}],CWUR0000SA0,
2020,M05,May,249.521,[{}],CWUR0000SA0,
2020,M06,June,251.054,[{}],CWUR0000SA0,
2020,M07,July,252.636,[{}],CWUR0000SA0,
2020,M08,August,253.597,[{}],CWUR0000SA0,
2020,M09,September,254.004,[{}],CWUR0000SA0,
2020,M10,October,254.076,[{}],CWUR0000SA0,
2020,M11,November,253.826,[{}],CWUR0000SA0,
2020,M12,December,254.081,[{}],CWUR0000SA0,
2021,M01,January,255.296,[{}],CWUR0000SA0,
2021,M02,February,256.843,[{}],CWUR0000SA0,
2021,M03,March,258.935,[{}],CWUR0000SA0,
2021,M04,April,261.237,[{}],CWUR0000SA0,
2021,M05,May,263.612,[{}],CWUR0000SA0,
2021,M06,June,266.412,[{}],CWUR0000SA0,
2021,M07,July,267.789,[{}],CWUR0000SA0,
2021,M08,August,268.387,[{}],CWUR0000SA0,
2021,M09,September,269.086,[{}],CWUR0000SA0,
2021,M10,October,271.552,[{}],CWUR0000SA0,
2021,M11,November,273.042,[{}],CWUR0000SA0,
2021,M12,December,273.925,[{}],CWUR0000SA0,
2022,M01,January,276.296,[{}],CWUR0000SA0,
2022,M02,February,278.943,[{}],CWUR0000SA0,
2022,M03,March,283.176,[{}],CWUR0000SA0,
2022,M04,April,284.575,[{}],CWUR0000SA0,
2022,M05,May,288.022,[{}],CWUR0000SA0,
2022,M06,June,292.542,[{}],CWUR0000SA0,
2022,M07,July,292.219,[{}],CWUR0000SA0,
2022,M08,August,291.629,[{}],CWUR0000SA0,
2022,M09,September,291.854,[{}],CWUR0000SA0,
2022,M10,October,293.003,[{}],CWUR0000SA0,
2022,M11,November,292.495,[{}],CWUR0000SA0,
2022,M12,December,291.051,[{}],CWUR0000SA0,
2023,M01,January,293.565,[{}],CWUR0000SA0,
2023,M02,February,295.057,[{}],CWUR0000SA0,
2023,M03,March,296.021,[{}],CWUR0000SA0,
2023,M04,April,297.73,[{}],CWUR0000SA0,
2023,M05,May,298.382,[{}],CWUR0000SA0,
2023,M06,June,299.394,[{}],CWUR0000SA0,
2023,M07,July,299.899,[{}],CWUR0000SA0,
2023,M08,August,301.551,[{}],CWUR0000SA0,
2023,M09,September,302.257,[{}],CWUR0000SA0,
2023,M10,October,302.071,[{}],CWUR0000SA0,
2023,M11,November,301.224,[{}],CWUR0000SA0,
2023,M12,December,300.728,[{}],CWUR0000SA0,
2024,M01,January,302.201,[{}],CWUR0000SA0,
2024,M02,February,304.284,[{}],CWUR0000SA0,
2024,M03,March,306.502,[{}],CWUR0000SA0,
2024,M04,April,307.811,[{}],CWUR0000SA0,
2024,M05,May,308.163,[{}],CWUR0000SA0,
