year,period,periodName,latest,value,footnotes,series_id
2024,Q03,3rd Quarter,True,3.0,[{}],PRS85006152
2024,Q02,2nd Quarter,,1.7,"[{'code': 'R', 'text': 'revised'}]",PRS85006152
2024,Q01,1st Quarter,,5.3,"[{'code': 'R', 'text': 'revised'}]",PRS85006152
2023,Q04,4th Quarter,,1.4,"[{'code': 'R', 'text': 'revised'}]",PRS85006152
2023,Q03,3rd Quarter,,1.6,"[{'code': 'R', 'text': 'revised'}]",PRS85006152
2023,Q02,2nd Quarter,,3.3,"[{'code': 'R', 'text': 'revised'}]",PRS85006152
2023,Q01,1st Quarter,,0.1,"[{'code': 'R', 'text': 'revised'}]",PRS85006152
2022,Q04,4th Quarter,,-3.5,"[{'code': 'R', 'text': 'revised'}]",PRS85006152
2022,Q03,3rd Quarter,,1.8,"[{'code': 'R', 'text': 'revised'}]",PRS85006152
2022,Q02,2nd Quarter,,-8.6,"[{'code': 'R', 'text': 'revised'}]",PRS85006152
2022,Q01,1st Quarter,,-7.1,"[{'code': 'R', 'text': 'revised'}]",PRS85006152
2021,Q04,4th Quarter,,-2.7,"[{'code': 'R', 'text': 'revised'}]",PRS85006152
2021,Q03,3rd Quarter,,-1.1,"[{'code': 'R', 'text': 'revised'}]",PRS85006152
2021,Q02,2nd Quarter,,-1.6,"[{'code': 'R', 'text': 'revised'}]",PRS85006152
2021,Q01,1st Quarter,,-3.2,"[{'code': 'R', 'text': 'revised'}]",PRS85006152
2020,Q04,4th Quarter,,7.7,"[{'code': 'R', 'text': 'revised'}]",PRS85006152
2020,Q03,3rd Quarter,,-10.4,"[{'code': 'R', 'text': 'revised'}]",PRS85006152
2020,Q02,2nd Quarter,,29.1,"[{'code': 'R', 'text': 'revised'}]",PRS85006152
2020,Q01,1st Quarter,,9.2,[{}],PRS85006152
2024,Q03,3rd Quarter,true,1.8,"[{'code': 'R', 'text': 'revised'}]",PRS85006152
2024,Q02,2nd Quarter,,-1.8,"[{'code': 'R', 'text': 'revised'}]",PRS85006152
2024,Q01,1st Quarter,,5.3,[{}],PRS85006152
2023,Q04,4th Quarter,,1.4,[{}],PRS85006152
2023,Q03,3rd Quarter,,1.6,[{}],PRS85006152
2023,Q02,2nd Quarter,,3.3,[{}],PRS85006152
2023,Q01,1st Quarter,,0.1,[{}],PRS85006152
2022,Q04,4th Quarter,,-3.5,[{}],PRS85006152
2022,Q03,3rd Quarter,,1.8,[{}],PRS85006152
2022,Q02,2nd Quarter,,-8.6,[{}],PRS85006152
2022,Q01,1st Quarter,,-7.1,[{}],PRS85006152
2021,Q04,4th Quarter,,-2.7,[{}],PRS85006152
2021,Q03,3rd Quarter,,-1.1,[{}],PRS85006152
2021,Q02,2nd Quarter,,-1.6,[{}],PRS85006152
2021,Q01,1st Quarter,,-3.2,[{}],PRS85006152
2020,Q04,4th Quarter,,7.7,[{}],PRS85006152
2020,Q03,3rd Quarter,,-10.4,[{}],PRS85006152
2020,Q02,2nd Quarter,,29.1,[{}],PRS85006152
2020,Q01,1st Quarter,,9.2,[{}],PRS85006152
