series_id,year,period,periodName,value,footnotes,latest
CES0000000001,1947.0,M07,July,43743.0,[{}],
CES0000000001,1947.0,M08,August,43960.0,[{}],
CES0000000001,1947.0,M09,September,44203.0,[{}],
CES0000000001,1947.0,M10,October,44411.0,[{}],
CES0000000001,1947.0,M11,November,44484.0,[{}],
CES0000000001,1947.0,M12,December,44581.0,[{}],
CES0000000001,1948.0,M01,January,44679.0,[{}],
CES0000000001,1948.0,M02,February,44533.0,[{}],
CES0000000001,1948.0,M03,March,44683.0,[{}],
CES0000000001,1948.0,M04,April,44379.0,[{}],
CES0000000001,1948.0,M05,May,44796.0,[{}],
CES0000000001,1948.0,M06,June,45034.0,[{}],
CES0000000001,1948.0,M07,July,45160.0,[{}],
CES0000000001,1948.0,M08,August,45178.0,[{}],
CES0000000001,1948.0,M09,September,45294.0,[{}],
CES0000000001,1948.0,M10,October,45245.0,[{}],
CES0000000001,1948.0,M11,November,45192.0,[{}],
CES0000000001,1948.0,M12,December,45032.0,[{}],
CES0000000001,1949.0,M01,January,44668.0,[{}],
CES0000000001,1949.0,M02,February,44497.0,[{}],
CES0000000001,1949.0,M03,March,44240.0,[{}],
CES0000000001,1949.0,M04,April,44236.0,[{}],
CES0000000001,1949.0,M05,May,43984.0,[{}],
CES0000000001,1949.0,M06,June,43739.0,[{}],
CES0000000001,1949.0,M07,July,43531.0,[{}],
CES0000000001,1949.0,M08,August,43624.0,[{}],
CES0000000001,1949.0,M09,September,43780.0,[{}],
CES0000000001,1949.0,M10,October,42942.0,[{}],
CES0000000001,1949.0,M11,November,43242.0,[{}],
CES0000000001,1949.0,M12,December,43522.0,[{}],
CES0000000001,1950.0,M01,January,43526.0,[{}],
CES0000000001,1950.0,M02,February,43297.0,[{}],
CES0000000001,1950.0,M03,March,43954.0,[{}],
CES0000000001,1950.0,M04,April,44382.0,[{}],
CES0000000001,1950.0,M05,May,44718.0,[{}],
CES0000000001,1950.0,M06,June,45083.0,[{}],
CES0000000001,1950.0,M07,July,45454.0,[{}],
CES0000000001,1950.0,M08,August,46192.0,[{}],
CES0000000001,1950.0,M09,September,46438.0,[{}],
CES0000000001,1950.0,M10,October,46706.0,[{}],
CES0000000001,1950.0,M11,November,46776.0,[{}],
CES0000000001,1950.0,M12,December,46861.0,[{}],
CES0000000001,1951.0,M01,January,47288.0,[{}],
CES0000000001,1951.0,M02,February,47577.0,[{}],
CES0000000001,1951.0,M03,March,47873.0,[{}],
CES0000000001,1951.0,M04,April,47861.0,[{}],
CES0000000001,1951.0,M05,May,47952.0,[{}],
CES0000000001,1951.0,M06,June,48064.0,[{}],
CES0000000001,1951.0,M07,July,48061.0,[{}],
CES0000000001,1951.0,M08,August,48012.0,[{}],
CES0000000001,1951.0,M09,September,47954.0,[{}],
CES0000000001,1951.0,M10,October,48006.0,[{}],
CES0000000001,1951.0,M11,November,48147.0,[{}],
CES0000000001,1951.0,M12,December,48314.0,[{}],
CES0000000001,1952.0,M01,January,48296.0,[{}],
CES0000000001,1952.0,M02,February,48522.0,[{}],
CES0000000001,1952.0,M03,March,48504.0,[{}],
CES0000000001,1952.0,M04,April,48620.0,[{}],
CES0000000001,1952.0,M05,May,48642.0,[{}],
CES0000000001,1952.0,M06,June,48282.0,[{}],
CES0000000001,1952.0,M07,July,48143.0,[{}],
CES0000000001,1952.0,M08,August,48924.0,[{}],
CES0000000001,1952.0,M09,September,49320.0,[{}],
CES0000000001,1952.0,M10,October,49597.0,[{}],
CES0000000001,1952.0,M11,November,49816.0,[{}],
CES0000000001,1952.0,M12,December,50166.0,[{}],
CES0000000001,1953.0,M01,January,50144.0,[{}],
CES0000000001,1953.0,M02,February,50339.0,[{}],
CES0000000001,1953.0,M03,March,50473.0,[{}],
CES0000000001,1953.0,M04,April,50435.0,[{}],
CES0000000001,1953.0,M05,May,50490.0,[{}],
CES0000000001,1953.0,M06,June,50519.0,[{}],
CES0000000001,1953.0,M07,July,50536.0,[{}],
CES0000000001,1953.0,M08,August,50489.0,[{}],
CES0000000001,1953.0,M09,September,50368.0,[{}],
CES0000000001,1953.0,M10,October,50240.0,[{}],
CES0000000001,1953.0,M11,November,49908.0,[{}],
CES0000000001,1953.0,M12,December,49703.0,[{}],
CES0000000001,1954.0,M01,January,49469.0,[{}],
CES0000000001,1954.0,M02,February,49382.0,[{}],
CES0000000001,1954.0,M03,March,49157.0,[{}],
CES0000000001,1954.0,M04,April,49179.0,[{}],
CES0000000001,1954.0,M05,May,48965.0,[{}],
CES0000000001,1954.0,M06,June,48895.0,[{}],
CES0000000001,1954.0,M07,July,48835.0,[{}],
CES0000000001,1954.0,M08,August,48826.0,[{}],
CES0000000001,1954.0,M09,September,48886.0,[{}],
CES0000000001,1954.0,M10,October,48942.0,[{}],
CES0000000001,1954.0,M11,November,49180.0,[{}],
CES0000000001,1954.0,M12,December,49331.0,[{}],
CES0000000001,1955.0,M01,January,49496.0,[{}],
CES0000000001,1955.0,M02,February,49644.0,[{}],
CES0000000001,1955.0,M03,March,49962.0,[{}],
CES0000000001,1955.0,M04,April,50248.0,[{}],
CES0000000001,1955.0,M05,May,50512.0,[{}],
CES0000000001,1955.0,M06,June,50790.0,[{}],
CES0000000001,1955.0,M07,July,50987.0,[{}],
CES0000000001,1955.0,M08,August,51111.0,[{}],
CES0000000001,1955.0,M09,September,51266.0,[{}],
CES0000000001,1955.0,M10,October,51429.0,[{}],
CES0000000001,1955.0,M11,November,51592.0,[{}],
