year,period,periodName,value,footnotes,series_id,latest
1968,M07,July,104.5,[{}],CUUR0000AA0,
1968,M08,August,104.8,[{}],CUUR0000AA0,
1968,M09,September,105.1,[{}],CUUR0000AA0,
1968,M10,October,105.7,[{}],CUUR0000AA0,
1968,M11,November,106.1,[{}],CUUR0000AA0,
1968,M12,December,106.4,[{}],CUUR0000AA0,
1969,M01,January,106.7,[{}],CUUR0000AA0,
1969,M02,February,107.1,[{}],CUUR0000AA0,
1969,M03,March,108.0,[{}],CUUR0000AA0,
1969,M04,April,108.7,[{}],CUUR0000AA0,
1969,M05,May,109.0,[{}],CUUR0000AA0,
1969,M06,June,109.7,[{}],CUUR0000AA0,
1969,M07,July,110.2,[{}],CUUR0000AA0,
1969,M08,August,110.7,[{}],CUUR0000AA0,
1969,M09,September,111.2,[{}],CUUR0000AA0,
1969,M10,October,111.6,[{}],CUUR0000AA0,
1969,M11,November,112.2,[{}],CUUR0000AA0,
1969,M12,December,112.9,[{}],CUUR0000AA0,
1970,M01,January,113.3,[{}],CUUR0000AA0,
1970,M02,February,113.9,[{}],CUUR0000AA0,
1970,M03,March,114.5,[{}],CUUR0000AA0,
1970,M04,April,115.2,[{}],CUUR0000AA0,
1970,M05,May,115.7,[{}],CUUR0000AA0,
1970,M06,June,116.3,[{}],CUUR0000AA0,
1970,M07,July,116.7,[{}],CUUR0000AA0,
1970,M08,August,116.9,[{}],CUUR0000AA0,
1970,M09,September,117.5,[{}],CUUR0000AA0,
1970,M10,October,118.1,[{}],CUUR0000AA0,
1970,M11,November,118.5,[{}],CUUR0000AA0,
1970,M12,December,119.1,[{}],CUUR0000AA0,
1971,M01,January,119.2,[{}],CUUR0000AA0,
1971,M02,February,119.4,[{}],CUUR0000AA0,
1971,M03,March,119.8,[{}],CUUR0000AA0,
1971,M04,April,120.2,[{}],CUUR0000AA0,
1971,M05,May,120.8,[{}],CUUR0000AA0,
1971,M06,June,121.5,[{}],CUUR0000AA0,
1971,M07,July,121.8,[{}],CUUR0000AA0,
1971,M08,August,122.1,[{}],CUUR0000AA0,
1971,M09,September,122.2,[{}],CUUR0000AA0,
1971,M10,October,122.4,[{}],CUUR0000AA0,
1971,M11,November,122.6,[{}],CUUR0000AA0,
1971,M12,December,123.1,[{}],CUUR0000AA0,
1972,M01,January,123.2,[{}],CUUR0000AA0,
1972,M02,February,123.8,[{}],CUUR0000AA0,
1972,M03,March,124.0,[{}],CUUR0000AA0,
1972,M04,April,124.3,[{}],CUUR0000AA0,
1972,M05,May,124.7,[{}],CUUR0000AA0,
1972,M06,June,125.0,[{}],CUUR0000AA0,
1972,M07,July,125.5,[{}],CUUR0000AA0,
1972,M08,August,125.7,[{}],CUUR0000AA0,
1972,M09,September,126.2,[{}],CUUR0000AA0,
1972,M10,October,126.6,[{}],CUUR0000AA0,
1972,M11,November,126.9,[{}],CUUR0000AA0,
1972,M12,December,127.3,[{}],CUUR0000AA0,
1973,M01,January,127.7,[{}],CUUR0000AA0,
1973,M02,February,128.6,[{}],CUUR0000AA0,
1973,M03,March,129.8,[{}],CUUR0000AA0,
1973,M04,April,130.7,[{}],CUUR0000AA0,
1973,M05,May,131.5,[{}],CUUR0000AA0,
1973,M06,June,132.4,[{}],CUUR0000AA0,
1973,M07,July,132.7,[{}],CUUR0000AA0,
1973,M08,August,135.1,[{}],CUUR0000AA0,
1973,M09,September,135.5,[{}],CUUR0000AA0,
1973,M10,October,136.6,[{}],CUUR0000AA0,
1973,M11,November,137.6,[{}],CUUR0000AA0,
1973,M12,December,138.5,[{}],CUUR0000AA0,
1974,M01,January,139.7,[{}],CUUR0000AA0,
1974,M02,February,141.5,[{}],CUUR0000AA0,
1974,M03,March,143.1,[{}],CUUR0000AA0,
1974,M04,April,143.9,[{}],CUUR0000AA0,
1974,M05,May,145.5,[{}],CUUR0000AA0,
1974,M06,June,146.9,[{}],CUUR0000AA0,
1974,M07,July,148.0,[{}],CUUR0000AA0,
1974,M08,August,149.9,[{}],CUUR0000AA0,
1974,M09,September,151.7,[{}],CUUR0000AA0,
1974,M10,October,153.0,[{}],CUUR0000AA0,
1974,M11,November,154.3,[{}],CUUR0000AA0,
1974,M12,December,155.4,[{}],CUUR0000AA0,
1975,M01,January,156.1,[{}],CUUR0000AA0,
1975,M02,February,157.2,[{}],CUUR0000AA0,
1975,M03,March,157.8,[{}],CUUR0000AA0,
1975,M04,April,158.6,[{}],CUUR0000AA0,
1975,M05,May,159.3,[{}],CUUR0000AA0,
1975,M06,June,160.6,[{}],CUUR0000AA0,
1975,M07,July,162.3,[{}],CUUR0000AA0,
1975,M08,August,162.8,[{}],CUUR0000AA0,
1975,M09,September,163.6,[{}],CUUR0000AA0,
1975,M10,October,164.6,[{}],CUUR0000AA0,
1975,M11,November,165.6,[{}],CUUR0000AA0,
1975,M12,December,166.3,[{}],CUUR0000AA0,
1976,M01,January,166.7,[{}],CUUR0000AA0,
1976,M02,February,167.1,[{}],CUUR0000AA0,
1976,M03,March,167.5,[{}],CUUR0000AA0,
1976,M04,April,168.2,[{}],CUUR0000AA0,
1976,M05,May,169.2,[{}],CUUR0000AA0,
1976,M06,June,170.1,[{}],CUUR0000AA0,
1976,M07,July,171.1,[{}],CUUR0000AA0,
1976,M08,August,171.9,[{}],CUUR0000AA0,
1976,M09,September,172.6,[{}],CUUR0000AA0,
1976,M10,October,173.3,[{}],CUUR0000AA0,
1976,M11,November,173.8,[{}],CUUR0000AA0,
1976,M12,December,174.3,[{}],CUUR0000AA0,
1977,M01,January,175.3,[{}],CUUR0000AA0,
1977,M02,February,177.1,[{}],CUUR0000AA0,
1977,M03,March,178.2,[{}],CUUR0000AA0,
1977,M04,April,179.6,[{}],CUUR0000AA0,
1977,M05,May,180.6,[{}],CUUR0000AA0,
1977,M06,June,181.8,[{}],CUUR0000AA0,
1977,M07,July,182.6,[{}],CUUR0000AA0,
1977,M08,August,183.3,[{}],CUUR0000AA0,
1977,M09,September,184.0,[{}],CUUR0000AA0,
1977,M10,October,184.5,[{}],CUUR0000AA0,
1977,M11,November,185.4,[{}],CUUR0000AA0,
1977,M12,December,186.1,[{}],CUUR0000AA0,
1978,M01,January,187.2,[{}],CUUR0000AA0,
1978,M02,February,188.4,[{}],CUUR0000AA0,
1978,M03,March,189.8,[{}],CUUR0000AA0,
1978,M04,April,191.5,[{}],CUUR0000AA0,
1978,M05,May,193.3,[{}],CUUR0000AA0,
1978,M06,June,195.3,[{}],CUUR0000AA0,
1978,M07,July,196.7,[{}],CUUR0000AA0,
1978,M08,August,197.8,[{}],CUUR0000AA0,
1978,M09,September,199.3,[{}],CUUR0000AA0,
1978,M10,October,200.9,[{}],CUUR0000AA0,
1978,M11,November,202.0,[{}],CUUR0000AA0,
1978,M12,December,202.9,[{}],CUUR0000AA0,
1979,M01,January,204.7,[{}],CUUR0000AA0,
1979,M02,February,207.1,[{}],CUUR0000AA0,
1979,M03,March,209.1,[{}],CUUR0000AA0,
1979,M04,April,211.5,[{}],CUUR0000AA0,
1979,M05,May,214.1,[{}],CUUR0000AA0,
1979,M06,June,216.6,[{}],CUUR0000AA0,
1979,M07,July,218.9,[{}],CUUR0000AA0,
1979,M08,August,221.1,[{}],CUUR0000AA0,
1979,M09,September,223.4,[{}],CUUR0000AA0,
1979,M10,October,225.4,[{}],CUUR0000AA0,
1979,M11,November,227.5,[{}],CUUR0000AA0,
1979,M12,December,229.9,[{}],CUUR0000AA0,
1980,M01,January,233.2,[{}],CUUR0000AA0,
1980,M02,February,236.4,[{}],CUUR0000AA0,
1980,M03,March,239.8,[{}],CUUR0000AA0,
1980,M04,April,242.5,[{}],CUUR0000AA0,
1980,M05,May,244.9,[{}],CUUR0000AA0,
1980,M06,June,247.6,[{}],CUUR0000AA0,
1980,M07,July,247.8,[{}],CUUR0000AA0,
1980,M08,August,249.4,[{}],CUUR0000AA0,
1980,M09,September,251.7,[{}],CUUR0000AA0,
1980,M10,October,253.9,[{}],CUUR0000AA0,
1980,M11,November,256.2,[{}],CUUR0000AA0,
1980,M12,December,258.4,[{}],CUUR0000AA0,
1981,M01,January,260.5,[{}],CUUR0000AA0,
1981,M02,February,263.2,[{}],CUUR0000AA0,
1981,M03,March,265.1,[{}],CUUR0000AA0,
1981,M04,April,266.8,[{}],CUUR0000AA0,
1981,M05,May,269.0,[{}],CUUR0000AA0,
1981,M06,June,271.3,[{}],CUUR0000AA0,
1981,M07,July,274.4,[{}],CUUR0000AA0,
1981,M08,August,276.5,[{}],CUUR0000AA0,
1981,M09,September,279.3,[{}],CUUR0000AA0,
1981,M10,October,279.9,[{}],CUUR0000AA0,
1981,M11,November,280.7,[{}],CUUR0000AA0,
1981,M12,December,281.5,[{}],CUUR0000AA0,
1982,M01,January,282.5,[{}],CUUR0000AA0,
1982,M02,February,283.4,[{}],CUUR0000AA0,
1982,M03,March,283.1,[{}],CUUR0000AA0,
1982,M04,April,284.3,[{}],CUUR0000AA0,
1982,M05,May,287.1,[{}],CUUR0000AA0,
1982,M06,June,290.6,[{}],CUUR0000AA0,
1982,M07,July,292.2,[{}],CUUR0000AA0,
1982,M08,August,292.8,[{}],CUUR0000AA0,
1982,M09,September,293.3,[{}],CUUR0000AA0,
1982,M10,October,294.1,[{}],CUUR0000AA0,
1982,M11,November,293.6,[{}],CUUR0000AA0,
1982,M12,December,292.4,[{}],CUUR0000AA0,
1983,M01,January,293.1,[{}],CUUR0000AA0,
1983,M02,February,293.2,[{}],CUUR0000AA0,
1983,M03,March,293.4,[{}],CUUR0000AA0,
1983,M04,April,295.5,[{}],CUUR0000AA0,
1983,M05,May,297.1,[{}],CUUR0000AA0,
1983,M06,June,298.1,[{}],CUUR0000AA0,
1983,M07,July,299.3,[{}],CUUR0000AA0,
1983,M08,August,300.3,[{}],CUUR0000AA0,
1983,M09,September,301.8,[{}],CUUR0000AA0,
1983,M10,October,302.6,[{}],CUUR0000AA0,
1983,M11,November,303.1,[{}],CUUR0000AA0,
1983,M12,December,303.5,[{}],CUUR0000AA0,
1984,M01,January,305.2,[{}],CUUR0000AA0,
1984,M02,February,306.6,[{}],CUUR0000AA0,
1984,M03,March,307.3,[{}],CUUR0000AA0,
1984,M04,April,308.8,[{}],CUUR0000AA0,
1984,M05,May,309.7,[{}],CUUR0000AA0,
1984,M06,June,310.7,[{}],CUUR0000AA0,
1984,M07,July,311.7,[{}],CUUR0000AA0,
1984,M08,August,313.0,[{}],CUUR0000AA0,
1984,M09,September,314.5,[{}],CUUR0000AA0,
1984,M10,October,315.3,[{}],CUUR0000AA0,
1984,M11,November,315.3,[{}],CUUR0000AA0,
1984,M12,December,315.5,[{}],CUUR0000AA0,
1985,M01,January,316.1,[{}],CUUR0000AA0,
1985,M02,February,317.4,[{}],CUUR0000AA0,
1985,M03,March,318.8,[{}],CUUR0000AA0,
1985,M04,April,320.1,[{}],CUUR0000AA0,
1985,M05,May,321.3,[{}],CUUR0000AA0,
1985,M06,June,322.3,[{}],CUUR0000AA0,
1985,M07,July,322.8,[{}],CUUR0000AA0,
1985,M08,August,323.5,[{}],CUUR0000AA0,
1985,M09,September,324.5,[{}],CUUR0000AA0,
1985,M10,October,325.5,[{}],CUUR0000AA0,
1985,M11,November,326.6,[{}],CUUR0000AA0,
1985,M12,December,327.4,[{}],CUUR0000AA0,
1986,M01,January,328.4,[{}],CUUR0000AA0,
1986,M02,February,327.5,[{}],CUUR0000AA0,
1986,M03,March,326.0,[{}],CUUR0000AA0,
1986,M04,April,325.3,[{}],CUUR0000AA0,
1986,M05,May,326.3,[{}],CUUR0000AA0,
1986,M06,June,327.9,[{}],CUUR0000AA0,
1986,M07,July,328.0,[{}],CUUR0000AA0,
1986,M08,August,328.6,[{}],CUUR0000AA0,
1986,M09,September,330.2,[{}],CUUR0000AA0,
1986,M10,October,330.5,[{}],CUUR0000AA0,
1986,M11,November,330.8,[{}],CUUR0000AA0,
1986,M12,December,331.1,[{}],CUUR0000AA0,
1987,M01,January,333.1,[{}],CUUR0000AA0,
1987,M02,February,334.4,[{}],CUUR0000AA0,
1987,M03,March,335.9,[{}],CUUR0000AA0,
1987,M04,April,337.7,[{}],CUUR0000AA0,
1987,M05,May,338.7,[{}],CUUR0000AA0,
1987,M06,June,340.1,[{}],CUUR0000AA0,
1987,M07,July,340.8,[{}],CUUR0000AA0,
1987,M08,August,342.7,[{}],CUUR0000AA0,
1987,M09,September,344.4,[{}],CUUR0000AA0,
1987,M10,October,345.3,[{}],CUUR0000AA0,
1987,M11,November,345.8,[{}],CUUR0000AA0,
1987,M12,December,345.7,[{}],CUUR0000AA0,
1988,M01,January,346.7,[{}],CUUR0000AA0,
1988,M02,February,347.4,[{}],CUUR0000AA0,
1988,M03,March,349.0,[{}],CUUR0000AA0,
1988,M04,April,350.8,[{}],CUUR0000AA0,
1988,M05,May,352.0,[{}],CUUR0000AA0,
1988,M06,June,353.5,[{}],CUUR0000AA0,
1988,M07,July,354.9,[{}],CUUR0000AA0,
1988,M08,August,356.6,[{}],CUUR0000AA0,
1988,M09,September,358.9,[{}],CUUR0000AA0,
1988,M10,October,360.1,[{}],CUUR0000AA0,
1988,M11,November,360.5,[{}],CUUR0000AA0,
1988,M12,December,360.9,[{}],CUUR0000AA0,
1989,M01,January,362.7,[{}],CUUR0000AA0,
1989,M02,February,364.1,[{}],CUUR0000AA0,
1989,M03,March,366.2,[{}],CUUR0000AA0,
1989,M04,April,368.8,[{}],CUUR0000AA0,
1989,M05,May,370.8,[{}],CUUR0000AA0,
1989,M06,June,371.7,[{}],CUUR0000AA0,
1989,M07,July,372.7,[{}],CUUR0000AA0,
1989,M08,August,373.1,[{}],CUUR0000AA0,
1989,M09,September,374.6,[{}],CUUR0000AA0,
1989,M10,October,376.2,[{}],CUUR0000AA0,
1989,M11,November,377.0,[{}],CUUR0000AA0,
1989,M12,December,377.6,[{}],CUUR0000AA0,
1990,M01,January,381.5,[{}],CUUR0000AA0,
1990,M02,February,383.3,[{}],CUUR0000AA0,
1990,M03,March,385.5,[{}],CUUR0000AA0,
1990,M04,April,386.2,[{}],CUUR0000AA0,
1990,M05,May,386.9,[{}],CUUR0000AA0,
1990,M06,June,389.1,[{}],CUUR0000AA0,
1990,M07,July,390.7,[{}],CUUR0000AA0,
1990,M08,August,394.1,[{}],CUUR0000AA0,
1990,M09,September,397.5,[{}],CUUR0000AA0,
1990,M10,October,400.0,[{}],CUUR0000AA0,
1990,M11,November,400.7,[{}],CUUR0000AA0,
1990,M12,December,400.9,[{}],CUUR0000AA0,
1991,M01,January,403.1,[{}],CUUR0000AA0,
1991,M02,February,403.8,[{}],CUUR0000AA0,
1991,M03,March,404.3,[{}],CUUR0000AA0,
1991,M04,April,405.1,[{}],CUUR0000AA0,
1991,M05,May,406.3,[{}],CUUR0000AA0,
1991,M06,June,407.3,[{}],CUUR0000AA0,
1991,M07,July,408.0,[{}],CUUR0000AA0,
1991,M08,August,409.2,[{}],CUUR0000AA0,
1991,M09,September,411.1,[{}],CUUR0000AA0,
1991,M10,October,411.5,[{}],CUUR0000AA0,
1991,M11,November,412.7,[{}],CUUR0000AA0,
1991,M12,December,413.0,[{}],CUUR0000AA0,
1992,M01,January,413.8,[{}],CUUR0000AA0,
1992,M02,February,415.2,[{}],CUUR0000AA0,
1992,M03,March,417.2,[{}],CUUR0000AA0,
1992,M04,April,417.9,[{}],CUUR0000AA0,
1992,M05,May,418.6,[{}],CUUR0000AA0,
1992,M06,June,419.9,[{}],CUUR0000AA0,
1992,M07,July,420.8,[{}],CUUR0000AA0,
1992,M08,August,422.0,[{}],CUUR0000AA0,
1992,M09,September,423.2,[{}],CUUR0000AA0,
1992,M10,October,424.7,[{}],CUUR0000AA0,
1992,M11,November,425.3,[{}],CUUR0000AA0,
1992,M12,December,425.2,[{}],CUUR0000AA0,
1993,M01,January,427.0,[{}],CUUR0000AA0,
1993,M02,February,428.7,[{}],CUUR0000AA0,
1993,M03,March,430.1,[{}],CUUR0000AA0,
1993,M04,April,431.2,[{}],CUUR0000AA0,
1993,M05,May,432.0,[{}],CUUR0000AA0,
1993,M06,June,432.4,[{}],CUUR0000AA0,
1993,M07,July,432.6,[{}],CUUR0000AA0,
1993,M08,August,433.9,[{}],CUUR0000AA0,
1993,M09,September,434.7,[{}],CUUR0000AA0,
1993,M10,October,436.4,[{}],CUUR0000AA0,
1993,M11,November,436.9,[{}],CUUR0000AA0,
1993,M12,December,436.8,[{}],CUUR0000AA0,
1994,M01,January,437.8,[{}],CUUR0000AA0,
1994,M02,February,439.3,[{}],CUUR0000AA0,
1994,M03,March,441.1,[{}],CUUR0000AA0,
1994,M04,April,441.4,[{}],CUUR0000AA0,
1994,M05,May,441.9,[{}],CUUR0000AA0,
1994,M06,June,443.3,[{}],CUUR0000AA0,
1994,M07,July,444.4,[{}],CUUR0000AA0,
1994,M08,August,446.4,[{}],CUUR0000AA0,
1994,M09,September,447.5,[{}],CUUR0000AA0,
1994,M10,October,448.0,[{}],CUUR0000AA0,
1994,M11,November,448.6,[{}],CUUR0000AA0,
1994,M12,December,448.4,[{}],CUUR0000AA0,
1995,M01,January,450.3,[{}],CUUR0000AA0,
1995,M02,February,452.0,[{}],CUUR0000AA0,
1995,M03,March,453.5,[{}],CUUR0000AA0,
1995,M04,April,455.0,[{}],CUUR0000AA0,
1995,M05,May,455.8,[{}],CUUR0000AA0,
1995,M06,June,456.7,[{}],CUUR0000AA0,
1995,M07,July,457.0,[{}],CUUR0000AA0,
1995,M08,August,458.0,[{}],CUUR0000AA0,
1995,M09,September,459.0,[{}],CUUR0000AA0,
1995,M10,October,460.3,[{}],CUUR0000AA0,
1995,M11,November,460.1,[{}],CUUR0000AA0,
1995,M12,December,459.9,[{}],CUUR0000AA0,
1996,M01,January,462.5,[{}],CUUR0000AA0,
1996,M02,February,464.2,[{}],CUUR0000AA0,
1996,M03,March,466.5,[{}],CUUR0000AA0,
1996,M04,April,468.2,[{}],CUUR0000AA0,
1996,M05,May,469.0,[{}],CUUR0000AA0,
1996,M06,June,469.5,[{}],CUUR0000AA0,
1996,M07,July,470.4,[{}],CUUR0000AA0,
1996,M08,August,471.1,[{}],CUUR0000AA0,
1996,M09,September,472.7,[{}],CUUR0000AA0,
1996,M10,October,474.1,[{}],CUUR0000AA0,
1996,M11,November,475.0,[{}],CUUR0000AA0,
1996,M12,December,475.0,[{}],CUUR0000AA0,
1997,M01,January,476.7,[{}],CUUR0000AA0,
1997,M02,February,478.2,[{}],CUUR0000AA0,
1997,M03,March,479.3,[{}],CUUR0000AA0,
1997,M04,April,479.7,[{}],CUUR0000AA0,
1997,M05,May,479.6,[{}],CUUR0000AA0,
1997,M06,June,480.2,[{}],CUUR0000AA0,
1997,M07,July,480.7,[{}],CUUR0000AA0,
1997,M08,August,481.6,[{}],CUUR0000AA0,
1997,M09,September,483.0,[{}],CUUR0000AA0,
1997,M10,October,484.1,[{}],CUUR0000AA0,
1997,M11,November,483.9,[{}],CUUR0000AA0,
1997,M12,December,483.2,[{}],CUUR0000AA0,
1998,M01,January,484.2,[{}],CUUR0000AA0,
1998,M02,February,484.9,[{}],CUUR0000AA0,
1998,M03,March,485.8,[{}],CUUR0000AA0,
1998,M04,April,486.8,[{}],CUUR0000AA0,
1998,M05,May,487.7,[{}],CUUR0000AA0,
1998,M06,June,488.2,[{}],CUUR0000AA0,
1998,M07,July,488.8,[{}],CUUR0000AA0,
1998,M08,August,489.6,[{}],CUUR0000AA0,
1998,M09,September,490.1,[{}],CUUR0000AA0,
1998,M10,October,491.3,[{}],CUUR0000AA0,
1998,M11,November,491.3,[{}],CUUR0000AA0,
1998,M12,December,491.0,[{}],CUUR0000AA0,
1999,M01,January,492.3,[{}],CUUR0000AA0,
1999,M02,February,492.9,[{}],CUUR0000AA0,
1999,M03,March,494.4,[{}],CUUR0000AA0,
1999,M04,April,497.8,[{}],CUUR0000AA0,
1999,M05,May,497.7,[{}],CUUR0000AA0,
1999,M06,June,497.9,[{}],CUUR0000AA0,
1999,M07,July,499.2,[{}],CUUR0000AA0,
1999,M08,August,500.7,[{}],CUUR0000AA0,
1999,M09,September,502.9,[{}],CUUR0000AA0,
1999,M10,October,503.9,[{}],CUUR0000AA0,
1999,M11,November,504.1,[{}],CUUR0000AA0,
1999,M12,December,504.1,[{}],CUUR0000AA0,
2000,M01,January,505.8,[{}],CUUR0000AA0,
2000,M02,February,508.7,[{}],CUUR0000AA0,
2000,M03,March,512.8,[{}],CUUR0000AA0,
2000,M04,April,513.2,[{}],CUUR0000AA0,
2000,M05,May,513.6,[{}],CUUR0000AA0,
2000,M06,June,516.5,[{}],CUUR0000AA0,
2000,M07,July,517.5,[{}],CUUR0000AA0,
2000,M08,August,517.6,[{}],CUUR0000AA0,
2000,M09,September,520.3,[{}],CUUR0000AA0,
2000,M10,October,521.2,[{}],CUUR0000AA0,
2000,M11,November,521.5,[{}],CUUR0000AA0,
2000,M12,December,521.1,[{}],CUUR0000AA0,
2001,M01,January,524.5,[{}],CUUR0000AA0,
2001,M02,February,526.7,[{}],CUUR0000AA0,
2001,M03,March,528.0,[{}],CUUR0000AA0,
2001,M04,April,529.9,[{}],CUUR0000AA0,
2001,M05,May,532.2,[{}],CUUR0000AA0,
2001,M06,June,533.3,[{}],CUUR0000AA0,
2001,M07,July,531.6,[{}],CUUR0000AA0,
2001,M08,August,531.8,[{}],CUUR0000AA0,
2001,M09,September,534.0,[{}],CUUR0000AA0,
2001,M10,October,532.2,[{}],CUUR0000AA0,
2001,M11,November,531.3,[{}],CUUR0000AA0,
2001,M12,December,529.2,[{}],CUUR0000AA0,
2002,M01,January,530.6,[{}],CUUR0000AA0,
2002,M02,February,532.7,[{}],CUUR0000AA0,
2002,M03,March,535.5,[{}],CUUR0000AA0,
2002,M04,April,538.6,[{}],CUUR0000AA0,
2002,M05,May,538.5,[{}],CUUR0000AA0,
2002,M06,June,538.9,[{}],CUUR0000AA0,
2002,M07,July,539.5,[{}],CUUR0000AA0,
2002,M08,August,541.2,[{}],CUUR0000AA0,
2002,M09,September,542.1,[{}],CUUR0000AA0,
2002,M10,October,543.2,[{}],CUUR0000AA0,
2002,M11,November,543.1,[{}],CUUR0000AA0,
2002,M12,December,541.9,[{}],CUUR0000AA0,
2003,M01,January,544.2,[{}],CUUR0000AA0,
2003,M02,February,548.5,[{}],CUUR0000AA0,
2003,M03,March,551.8,[{}],CUUR0000AA0,
2003,M04,April,550.5,[{}],CUUR0000AA0,
2003,M05,May,549.7,[{}],CUUR0000AA0,
2003,M06,June,550.4,[{}],CUUR0000AA0,
2003,M07,July,550.9,[{}],CUUR0000AA0,
2003,M08,August,553.0,[{}],CUUR0000AA0,
2003,M09,September,554.7,[{}],CUUR0000AA0,
2003,M10,October,554.3,[{}],CUUR0000AA0,
2003,M11,November,552.7,[{}],CUUR0000AA0,
2003,M12,December,552.1,[{}],CUUR0000AA0,
2004,M01,January,554.9,[{}],CUUR0000AA0,
2004,M02,February,557.9,[{}],CUUR0000AA0,
2004,M03,March,561.5,[{}],CUUR0000AA0,
2004,M04,April,563.2,[{}],CUUR0000AA0,
2004,M05,May,566.4,[{}],CUUR0000AA0,
2004,M06,June,568.2,[{}],CUUR0000AA0,
2004,M07,July,567.5,[{}],CUUR0000AA0,
2004,M08,August,567.6,[{}],CUUR0000AA0,
2004,M09,September,568.7,[{}],CUUR0000AA0,
2004,M10,October,571.9,[{}],CUUR0000AA0,
2004,M11,November,572.2,[{}],CUUR0000AA0,
2004,M12,December,570.1,[{}],CUUR0000AA0,
2005,M01,January,571.2,[{}],CUUR0000AA0,
2005,M02,February,574.5,[{}],CUUR0000AA0,
2005,M03,March,579.0,[{}],CUUR0000AA0,
2005,M04,April,582.9,[{}],CUUR0000AA0,
2005,M05,May,582.4,[{}],CUUR0000AA0,
2005,M06,June,582.6,[{}],CUUR0000AA0,
2005,M07,July,585.2,[{}],CUUR0000AA0,
2005,M08,August,588.2,[{}],CUUR0000AA0,
2005,M09,September,595.4,[{}],CUUR0000AA0,
2005,M10,October,596.7,[{}],CUUR0000AA0,
2005,M11,November,592.0,[{}],CUUR0000AA0,
2005,M12,December,589.4,[{}],CUUR0000AA0,
2006,M01,January,593.9,[{}],CUUR0000AA0,
2006,M02,February,595.2,[{}],CUUR0000AA0,
2006,M03,March,598.6,[{}],CUUR0000AA0,
2006,M04,April,603.5,[{}],CUUR0000AA0,
2006,M05,May,606.5,[{}],CUUR0000AA0,
2006,M06,June,607.8,[{}],CUUR0000AA0,
2006,M07,July,609.6,[{}],CUUR0000AA0,
2006,M08,August,610.9,[{}],CUUR0000AA0,
2006,M09,September,607.9,[{}],CUUR0000AA0,
2006,M10,October,604.6,[{}],CUUR0000AA0,
2006,M11,November,603.6,[{}],CUUR0000AA0,
2006,M12,December,604.5,[{}],CUUR0000AA0,
2007,M01,January,606.348,[{}],CUUR0000AA0,
2007,M02,February,609.594,[{}],CUUR0000AA0,
2007,M03,March,615.145,[{}],CUUR0000AA0,
2007,M04,April,619.14,[{}],CUUR0000AA0,
2007,M05,May,622.921,[{}],CUUR0000AA0,
2007,M06,June,624.129,[{}],CUUR0000AA0,
2007,M07,July,623.97,[{}],CUUR0000AA0,
2007,M08,August,622.827,[{}],CUUR0000AA0,
2007,M09,September,624.543,[{}],CUUR0000AA0,
2007,M10,October,625.879,[{}],CUUR0000AA0,
2007,M11,November,629.598,[{}],CUUR0000AA0,
2007,M12,December,629.174,[{}],CUUR0000AA0,
2008,M01,January,632.301,[{}],CUUR0000AA0,
2008,M02,February,634.139,[{}],CUUR0000AA0,
2008,M03,March,639.636,[{}],CUUR0000AA0,
2008,M04,April,643.515,[{}],CUUR0000AA0,
2008,M05,May,648.933,[{}],CUUR0000AA0,
2008,M06,June,655.474,[{}],CUUR0000AA0,
2008,M07,July,658.915,[{}],CUUR0000AA0,
2008,M08,August,656.284,[{}],CUUR0000AA0,
2008,M09,September,655.376,[{}],CUUR0000AA0,
2008,M10,October,648.758,[{}],CUUR0000AA0,
2008,M11,November,636.332,[{}],CUUR0000AA0,
2008,M12,December,629.751,[{}],CUUR0000AA0,
2009,M01,January,632.491,[{}],CUUR0000AA0,
2009,M02,February,635.637,[{}],CUUR0000AA0,
2009,M03,March,637.182,[{}],CUUR0000AA0,
2009,M04,April,638.771,[{}],CUUR0000AA0,
2009,M05,May,640.616,[{}],CUUR0000AA0,
2009,M06,June,646.121,[{}],CUUR0000AA0,
2009,M07,July,645.096,[{}],CUUR0000AA0,
2009,M08,August,646.544,[{}],CUUR0000AA0,
2009,M09,September,646.948,[{}],CUUR0000AA0,
2009,M10,October,647.57,[{}],CUUR0000AA0,
2009,M11,November,648.028,[{}],CUUR0000AA0,
2009,M12,December,646.887,[{}],CUUR0000AA0,
2010,M01,January,649.098,[{}],CUUR0000AA0,
2010,M02,February,649.259,[{}],CUUR0000AA0,
2010,M03,March,651.925,[{}],CUUR0000AA0,
2010,M04,April,653.059,[{}],CUUR0000AA0,
2010,M05,May,653.564,[{}],CUUR0000AA0,
2010,M06,June,652.926,[{}],CUUR0000AA0,
2010,M07,July,653.066,[{}],CUUR0000AA0,
2010,M08,August,653.966,[{}],CUUR0000AA0,
2010,M09,September,654.346,[{}],CUUR0000AA0,
2010,M10,October,655.162,[{}],CUUR0000AA0,
2010,M11,November,655.438,[{}],CUUR0000AA0,
2010,M12,December,656.563,[{}],CUUR0000AA0,
2011,M01,January,659.692,[{}],CUUR0000AA0,
2011,M02,February,662.943,[{}],CUUR0000AA0,
2011,M03,March,669.409,[{}],CUUR0000AA0,
2011,M04,April,673.717,[{}],CUUR0000AA0,
2011,M05,May,676.887,[{}],CUUR0000AA0,
2011,M06,June,676.162,[{}],CUUR0000AA0,
2011,M07,July,676.762,[{}],CUUR0000AA0,
