year,period,periodName,latest,value,footnotes,series_id
2024,M11,November,true,34.3,"[{'code': 'P', 'text': 'preliminary'}]",CES0500000002
2024,M10,October,,34.2,"[{'code': 'P', 'text': 'preliminary'}]",CES0500000002
2024,M09,September,,34.3,[{}],CES0500000002
2024,M08,August,,34.3,[{}],CES0500000002
2024,M07,July,,34.2,[{}],CES0500000002
2024,M06,June,,34.3,[{}],CES0500000002
2024,M05,May,,34.3,[{}],CES0500000002
2024,M04,April,,34.3,[{}],CES0500000002
2024,M03,March,,34.4,[{}],CES0500000002
2024,M02,February,,34.3,[{}],CES0500000002
2024,M01,January,,34.2,[{}],CES0500000002
2023,M12,December,,34.4,[{}],CES0500000002
2023,M11,November,,34.4,[{}],CES0500000002
2023,M10,October,,34.3,[{}],CES0500000002
2023,M09,September,,34.4,[{}],CES0500000002
2023,M08,August,,34.4,[{}],CES0500000002
2023,M07,July,,34.3,[{}],CES0500000002
2023,M06,June,,34.4,[{}],CES0500000002
2023,M05,May,,34.4,[{}],CES0500000002
2023,M04,April,,34.3,[{}],CES0500000002
2023,M03,March,,34.4,[{}],CES0500000002
2023,M02,February,,34.5,[{}],CES0500000002
2023,M01,January,,34.6,[{}],CES0500000002
2022,M12,December,,34.4,[{}],CES0500000002
2022,M11,November,,34.5,[{}],CES0500000002
2022,M10,October,,34.6,[{}],CES0500000002
2022,M09,September,,34.6,[{}],CES0500000002
2022,M08,August,,34.5,[{}],CES0500000002
2022,M07,July,,34.6,[{}],CES0500000002
2022,M06,June,,34.6,[{}],CES0500000002
2022,M05,May,,34.6,[{}],CES0500000002
2022,M04,April,,34.7,[{}],CES0500000002
2022,M03,March,,34.7,[{}],CES0500000002
2022,M02,February,,34.7,[{}],CES0500000002
2022,M01,January,,34.5,[{}],CES0500000002
2021,M12,December,,34.8,[{}],CES0500000002
2021,M11,November,,34.8,[{}],CES0500000002
2021,M10,October,,34.7,[{}],CES0500000002
2021,M09,September,,34.8,[{}],CES0500000002
2021,M08,August,,34.7,[{}],CES0500000002
2021,M07,July,,34.9,[{}],CES0500000002
2021,M06,June,,34.8,[{}],CES0500000002
2021,M05,May,,34.9,[{}],CES0500000002
2021,M04,April,,35.0,[{}],CES0500000002
2021,M03,March,,35.0,[{}],CES0500000002
2021,M02,February,,34.6,[{}],CES0500000002
2021,M01,January,,34.9,[{}],CES0500000002
2020,M12,December,,34.8,[{}],CES0500000002
2020,M11,November,,34.8,[{}],CES0500000002
2020,M10,October,,34.9,[{}],CES0500000002
2020,M09,September,,34.8,[{}],CES0500000002
2020,M08,August,,34.7,[{}],CES0500000002
2020,M07,July,,34.6,[{}],CES0500000002
2020,M06,June,,34.6,[{}],CES0500000002
2020,M05,May,,34.7,[{}],CES0500000002
2020,M04,April,,34.2,[{}],CES0500000002
2020,M03,March,,34.0,[{}],CES0500000002
2020,M02,February,,34.3,[{}],CES0500000002
2020,M01,January,,34.3,[{}],CES0500000002
