series_id,year,period,periodName,value,footnotes,latest
LNS14000000,1948.0,M01,January,3.4,[{}],
LNS14000000,1948.0,M02,February,3.8,[{}],
LNS14000000,1948.0,M03,March,4.0,[{}],
LNS14000000,1948.0,M04,April,3.9,[{}],
LNS14000000,1948.0,M05,May,3.5,[{}],
LNS14000000,1948.0,M06,June,3.6,[{}],
LNS14000000,1948.0,M07,July,3.6,[{}],
LNS14000000,1948.0,M08,August,3.9,[{}],
LNS14000000,1948.0,M09,September,3.8,[{}],
LNS14000000,1948.0,M10,October,3.7,[{}],
LNS14000000,1948.0,M11,November,3.8,[{}],
LNS14000000,1948.0,M12,December,4.0,[{}],
LNS14000000,1949.0,M01,January,4.3,[{}],
LNS14000000,1949.0,M02,February,4.7,[{}],
LNS14000000,1949.0,M03,March,5.0,[{}],
LNS14000000,1949.0,M04,April,5.3,[{}],
LNS14000000,1949.0,M05,May,6.1,[{}],
LNS14000000,1949.0,M06,June,6.2,[{}],
LNS14000000,1949.0,M07,July,6.7,[{}],
LNS14000000,1949.0,M08,August,6.8,[{}],
LNS14000000,1949.0,M09,September,6.6,[{}],
LNS14000000,1949.0,M10,October,7.9,[{}],
LNS14000000,1949.0,M11,November,6.4,[{}],
LNS14000000,1949.0,M12,December,6.6,[{}],
LNS14000000,1950.0,M01,January,6.5,[{}],
LNS14000000,1950.0,M02,February,6.4,[{}],
LNS14000000,1950.0,M03,March,6.3,[{}],
LNS14000000,1950.0,M04,April,5.8,[{}],
LNS14000000,1950.0,M05,May,5.5,[{}],
LNS14000000,1950.0,M06,June,5.4,[{}],
LNS14000000,1950.0,M07,July,5.0,[{}],
LNS14000000,1950.0,M08,August,4.5,[{}],
LNS14000000,1950.0,M09,September,4.4,[{}],
LNS14000000,1950.0,M10,October,4.2,[{}],
LNS14000000,1950.0,M11,November,4.2,[{}],
LNS14000000,1950.0,M12,December,4.3,[{}],
LNS14000000,1951.0,M01,January,3.7,[{}],
LNS14000000,1951.0,M02,February,3.4,[{}],
LNS14000000,1951.0,M03,March,3.4,[{}],
LNS14000000,1951.0,M04,April,3.1,[{}],
LNS14000000,1951.0,M05,May,3.0,[{}],
LNS14000000,1951.0,M06,June,3.2,[{}],
LNS14000000,1951.0,M07,July,3.1,[{}],
LNS14000000,1951.0,M08,August,3.1,[{}],
LNS14000000,1951.0,M09,September,3.3,[{}],
LNS14000000,1951.0,M10,October,3.5,[{}],
LNS14000000,1951.0,M11,November,3.5,[{}],
LNS14000000,1951.0,M12,December,3.1,[{}],
LNS14000000,1952.0,M01,January,3.2,[{}],
LNS14000000,1952.0,M02,February,3.1,[{}],
LNS14000000,1952.0,M03,March,2.9,[{}],
LNS14000000,1952.0,M04,April,2.9,[{}],
LNS14000000,1952.0,M05,May,3.0,[{}],
LNS14000000,1952.0,M06,June,3.0,[{}],
LNS14000000,1952.0,M07,July,3.2,[{}],
LNS14000000,1952.0,M08,August,3.4,[{}],
LNS14000000,1952.0,M09,September,3.1,[{}],
LNS14000000,1952.0,M10,October,3.0,[{}],
LNS14000000,1952.0,M11,November,2.8,[{}],
LNS14000000,1952.0,M12,December,2.7,[{}],
LNS14000000,1953.0,M01,January,2.9,[{}],
LNS14000000,1953.0,M02,February,2.6,[{}],
LNS14000000,1953.0,M03,March,2.6,[{}],
LNS14000000,1953.0,M04,April,2.7,[{}],
LNS14000000,1953.0,M05,May,2.5,[{}],
LNS14000000,1953.0,M06,June,2.5,[{}],
LNS14000000,1953.0,M07,July,2.6,[{}],
LNS14000000,1953.0,M08,August,2.7,[{}],
LNS14000000,1953.0,M09,September,2.9,[{}],
LNS14000000,1953.0,M10,October,3.1,[{}],
LNS14000000,1953.0,M11,November,3.5,[{}],
LNS14000000,1953.0,M12,December,4.5,[{}],
LNS14000000,1954.0,M01,January,4.9,[{}],
LNS14000000,1954.0,M02,February,5.2,[{}],
LNS14000000,1954.0,M03,March,5.7,[{}],
LNS14000000,1954.0,M04,April,5.9,[{}],
LNS14000000,1954.0,M05,May,5.9,[{}],
LNS14000000,1954.0,M06,June,5.6,[{}],
LNS14000000,1954.0,M07,July,5.8,[{}],
LNS14000000,1954.0,M08,August,6.0,[{}],
LNS14000000,1954.0,M09,September,6.1,[{}],
LNS14000000,1954.0,M10,October,5.7,[{}],
LNS14000000,1954.0,M11,November,5.3,[{}],
LNS14000000,1954.0,M12,December,5.0,[{}],
LNS14000000,1955.0,M01,January,4.9,[{}],
LNS14000000,1955.0,M02,February,4.7,[{}],
